mydate,cday,dday,ma
2022-03-04,35,1,36.42857142857143
2022-03-05,31,0,30.857142857142858
2022-03-06,19,2,28.571428571428573
2022-03-07,32,0,30.142857142857142
2022-03-08,20,3,28.714285714285715
2022-03-09,41,3,30.428571428571427
2022-03-10,51,1,32.714285714285715
2022-03-11,47,1,34.42857142857143
2022-03-12,69,0,39.857142857142854
2022-03-13,15,1,39.285714285714285
2022-03-14,14,0,36.714285714285715
2022-03-15,57,2,42.0
2022-03-16,44,6,42.42857142857143
2022-03-17,30,0,39.42857142857143
2022-03-18,42,0,38.714285714285715
2022-03-19,29,0,33.0
2022-03-20,31,2,35.285714285714285
2022-03-21,15,0,35.42857142857143
2022-03-22,23,3,30.571428571428573
2022-03-23,31,1,28.714285714285715
2022-03-24,62,1,33.285714285714285
2022-03-25,32,0,31.857142857142858
2022-03-26,36,0,32.857142857142854
